original sort,content,contains date,len,Type,Group ID
2662,A.J. Brown told reporters he will be good to go in Thursday's season opener against the Cowboys. (Source: Jeff McLane on Twitter),#VALUE!,129,Headline / Summary,446
2663,"Fantasy Impact: Brown recently returned to practice after missing time with a hamstring injury. His practice status will need to be monitored over the next few days, but he should be good to go.",#VALUE!,,Fantasy Impact,446
2664,Category: Injury Updates,#VALUE!,,Category,446
2665,Tanner McKee,#VALUE!,12,Player name,447
2666,Tanner McKee (thumb) still not practicing,#VALUE!,41,Headline / Summary,447
2667,"Sun, Aug 31st 4:07pm EDT",21,,Date,447
2668,Tanner McKee is still not practicing with the Eagles. (Source: Zach Berman on Twitter),#VALUE!,86,Headline / Summary,447
2669,Fantasy Impact: McKee is continuing to work his way back from a fractured thumb. He is unlikely to be available for the start of the season. Sam Howell will begin the year as the backup for Jalen Hurts.,#VALUE!,,Fantasy Impact,447
2670,Category: Injury Updates,#VALUE!,,Category,447
2671,Adam Thielen,#VALUE!,12,Player name,448
2672,Adam Thielen takes pay cut with Vikings,#VALUE!,39,Headline / Summary,448
2673,"Sat, Aug 30th 12:26pm EDT",22,,Date,448
2674,The Minnesota Vikings and veteran wide receiver Adam Thielen have agreed to terms on a revised contract that reduces his salary by $2 million and removes $4 million in potential incentives. (Source: Tom Pelissero on Twitter),#VALUE!,224,Headline / Summary,448
2675,"Fantasy Impact: This move helps the Vikings' cap situation, offering further flexibility to a team with which Thielen is very familiar. The veteran wideout grew up in Minnesota and spent nine seasons with the Vikings, catching 534 passes for 6,682 yards and 55 touchdowns. He should be Minnesota's WR2 while Jordan Addison serves his three-game suspension.",#VALUE!,,Fantasy Impact,448
2676,Category: Transactions,#VALUE!,,Category,448
2677,Hunter Renfrow,#VALUE!,14,Player name,449
2678,Hunter Renfrow signing with Panthers,#VALUE!,36,Headline / Summary,449
2679,"Sat, Aug 30th 12:18pm EDT",22,,Date,449
2680,"The Carolina Panthers are bringing back Hunter Renfrow, who spent the offseason with the team before getting cut ahead of the roster deadline. (Source: Carolina Panthers on Twitter)",#VALUE!,181,Headline / Summary,449
2681,"Fantasy Impact: With Jalen Coker (quad) out with an injury, spending the first four games on injured reserve, and Adam Thielen in Minnesota, there is a new opportunity for Renfrow in the slot that wasn't there a week ago. He has not caught a pass in an NFL game since 2023, but he could potentially provide a safety option for an ascending Bryce Young. His value as a fantasy asset is unclear.",#VALUE!,,Fantasy Impact,449
2682,Category: Transactions,#VALUE!,,Category,449
2683,Jalen Coker,#VALUE!,11,Player name,450
2684,"Jalen Coker (quad) placed on IR, out 4-6 games",#VALUE!,46,Headline / Summary,450
2685,"Sat, Aug 30th 12:12pm EDT",22,,Date,450
2686,"Carolina Panthers wide receiver Jalen Coker suffered a quad injury in practice on Thursday, Aug. 28, and will be placed on injured reserve (IR). He will miss at least the first four games of the season but is expected to be out for 4-6 weeks. (Source: Cameron Wolfe on Twitter)",#VALUE!,277,Headline / Summary,450
2687,"Fantasy Impact: Coker was expected to be the team's starting slot receiver, making this injury an unfortunate one for the Year 2 undrafted wideout. The Panthers are bringing back WR Hunter Renfrow in his place, but Coker's season will not start until Carolina's matchup with Miami while he's on IR.",#VALUE!,,Fantasy Impact,450
2688,"Category: Injury Updates, Transactions",#VALUE!,,Category,450
2689,Jabrill Peppers,#VALUE!,15,Player name,451
2690,Jabrill Peppers released by Patriots,#VALUE!,36,Headline / Summary,451
2691,"Sat, Aug 30th 3:39am EDT",21,,Date,451
2692,The Patriots released veteran safety Jabrill Peppers. (Source: Adam Schefter on Twitter),#VALUE!,88,Headline / Summary,451
2693,Fantasy Impact: It is a bit of a shocking move. Peppers still has $4.32 million guaranteed remaining on his contract for this season. He should draw plenty of interest in free agency.,#VALUE!,,Fantasy Impact,451
2694,Category: Transactions,#VALUE!,,Category,451
2695,Trevor Penning,#VALUE!,14,Player name,452
2696,Trevor Penning (foot) could be ready for Week 1,#VALUE!,47,Headline / Summary,452
2697,"Sat, Aug 30th 3:38am EDT",21,,Date,452
2698,Saints OL Trevor Penning could be ready for the start of the season. (Source: Around the NFL on Twitter),#VALUE!,104,Headline / Summary,452
2699,Fantasy Impact: Penning is reportedly out of his walking boot. He'll have another week to get fully healthy.,#VALUE!,,Fantasy Impact,452
2700,Category: Injury Updates,#VALUE!,,Category,452
2701,Harrison Smith,#VALUE!,14,Player name,453
2702,Harrison Smith (personal) to be evaluated weekly,#VALUE!,48,Headline / Summary,453
2703,"Sat, Aug 30th 3:36am EDT",21,,Date,453
2704,Harrison Smith will be evaluated weekly with a personal health matter. (Source: Ben Goessling on Twitter),#VALUE!,105,Headline / Summary,453
2705,Fantasy Impact: Smith has been out since August 11. He remains on the active roster.,#VALUE!,,Fantasy Impact,453
2706,Category: Injury Updates,#VALUE!,,Category,453
2707,Tyler Guyton,#VALUE!,12,Player name,454
2708,Tyler Guyton (knee) practices in full Tuesday,#VALUE!,45,Headline / Summary,454
2709,"Tue, Sep 2nd 6:29pm EDT",20,,Date,454
2710,Tyler Guyton (knee) practiced in full for the Cowboys on Tuesday. (Source: Tommy Yarrish on Twitter),#VALUE!,100,Headline / Summary,454
2711,"Fantasy Impact: The big man was able to log a full practice again on Tuesday. It looks like he is trending towards playing on Thursday night in the NFL's season opener, but we won't know his official status until later in the week. His presence would be good news for Dak Prescott and the Cowboys' offense as a whole in a tough matchup against Philadelphia's defense.",#VALUE!,,Fantasy Impact,454
2712,Category: Injury Updates,#VALUE!,,Category,454
2713,Trevon Diggs,#VALUE!,12,Player name,455
2714,Trevon Diggs (knee) logs full practice Tuesday,#VALUE!,46,Headline / Summary,455
2715,"Tue, Sep 2nd 6:27pm EDT",20,,Date,455
2716,Trevon Diggs (knee) logged a full practice session again on Tuesday. (Source: Tommy Yarrish on Twitter),#VALUE!,103,Headline / Summary,455
2717,"Fantasy Impact: Diggs has now logged two-straight full practice sessions, which is a step in the right direction for his Week 1 availability. Fantasy managers should keep tabs on his injury status for Thursday night's game, as he is arguably the most important player Dallas boasts on their defense with Micah Parsons no longer on the team.",#VALUE!,,Fantasy Impact,455
2718,Category: Injury Updates,#VALUE!,,Category,455
2719,Russell Gage Jr.,#VALUE!,16,Player name,456
2720,Russell Gage Jr. released by 49ers with intent to re-sign,#VALUE!,57,Headline / Summary,456
2721,"Tue, Sep 2nd 6:25pm EDT",20,,Date,456
2722,"Russell Gage Jr. has been released by the 49ers, but the team is hoping to re-sign him to their practice squad. (Source: Adam Schefter on Twitter)",#VALUE!,146,Headline / Summary,456
2723,"Fantasy Impact: The 49ers have cut Gage from their active roster, but they still want to keep him around as a member of their practice squad, provided that he doesn't choose to sign with a different team. If he lands back in San Francisco, the team is planning to elevate him to the active roster for Sunday's season opener against the Seahawks, which will help to shore up the depth in their receiving core.",#VALUE!,,Fantasy Impact,456
2724,Category: Transactions,#VALUE!,,Category,456
2725,Jake Haener,#VALUE!,11,Player name,457
2726,Jake Haener signing with Saints practice squad,#VALUE!,46,Headline / Summary,457
2727,"Tue, Sep 2nd 6:22pm EDT",20,,Date,457
2728,Jake Haener is signing a deal with the Saints to join their practice squad. (Source: New Orleans Saints),#VALUE!,104,Headline / Summary,457
2729,"Fantasy Impact: Haener lost the quarterback competition this offseason, but the team still likes what he brings to the table and will re-sign him as a member of their practice squad. He isn't expected to see any action for the Saints anytime soon, barring injuries to the guys ahead of him on the depth chart.",#VALUE!,,Fantasy Impact,457
2730,Category: Transactions,#VALUE!,,Category,457
2731,Tommy Mellott,#VALUE!,13,Player name,458
2732,Tommy Mellott joining Saints practice squad,#VALUE!,43,Headline / Summary,458
2733,"Tue, Sep 2nd 6:20pm EDT",20,,Date,458
2734,Tommy Mellott is signing a deal with the Saints to join their practice squad. (Source: New Orleans Saints),#VALUE!,106,Headline / Summary,458
2735,Fantasy Impact: The rookie will land with the Saints as a member of their practice squad after being cut by the Raiders earlier in the offseason. He isn't expected to have a notable role to play for the team this season.,#VALUE!,,Fantasy Impact,458
2736,Category: Transactions,#VALUE!,,Category,458
2737,Eli Ricks,#VALUE!,9,Player name,459
2738,Eli Ricks expected to sign with Eagles' practice squad,#VALUE!,54,Headline / Summary,459
2739,"Tue, Sep 2nd 6:18pm EDT",20,,Date,459
2740,Eli Ricks is expected to sign a deal with Philadelphia to join their practice squad. (Source: Mike Zenitz on Twitter),#VALUE!,117,Headline / Summary,459
2741,"Fantasy Impact: Philadelphia will be re-signing Ricks to their practice squad after recently making the decision to release him. He has been an active contributor for them over the past couple of seasons, so he is a real candidate to be elevated and see in-game action on a week-to-week basis.",#VALUE!,,Fantasy Impact,459
2742,Category: Transactions,#VALUE!,,Category,459
2743,Tre' Harris,#VALUE!,11,Player name,460
2744,Tre' Harris off injury report Tuesday,#VALUE!,37,Headline / Summary,460
2745,"Tue, Sep 2nd 6:16pm EDT",20,,Date,460
2746,Tre' Harris is off of the injury report and was a full participant at practice on Tuesday. (Source: Los Angeles Chargers on Twitter),#VALUE!,132,Headline / Summary,460
2747,"Fantasy Impact: Harris was dealing with an undisclosed injury earlier in the offseason, but it's no longer an issue for him and he should be good to go for Friday night's game. Fantasy managers should pay attention to what the rookie's workload looks like in his NFL debut against a tough Kansas City defense.",#VALUE!,,Fantasy Impact,460
2748,Category: Injury Updates,#VALUE!,,Category,460
2749,Elijah Molden,#VALUE!,13,Player name,461
2750,Elijah Molden (knee) limited Tuesday,#VALUE!,36,Headline / Summary,461
2751,"Tue, Sep 2nd 6:14pm EDT",20,,Date,461
2752,Elijah Molden (knee) was a limited participant at practice on Tuesday. (Source: Los Angeles Chargers on Twitter),#VALUE!,112,Headline / Summary,461
2753,"Fantasy Impact: Molden was the only player on Los Angeles' active roster who was not able to log a full practice session on Tuesday. He was limited due to a knee injury, and it remains to be seen whether or not it will impact his availability for Friday's game against the Chiefs.",#VALUE!,,Fantasy Impact,461
2754,Category: Injury Updates,#VALUE!,,Category,461
2755,Boston Scott,#VALUE!,12,Player name,462
2756,Boston Scott works out for Indianapolis Colts,#VALUE!,45,Headline / Summary,462
2757,"Tue, Sep 2nd 5:41pm EDT",20,,Date,462
2758,Veteran running back Boston Scott worked out for the Indianapolis Colts ahead of Week 1 of the 2025-26 NFL season. (Source: Mike Garafolo on Twitter),#VALUE!,149,Headline / Summary,462
2759,"Fantasy Impact: Scott had worked out previously for the Baltimore Ravens in mid-August, but nothing came of the meeting. The former Philadelphia Eagles running back most recently spent time with the Pittsburgh Steelers on their practice squad in 2024, and he was with the Los Angeles Rams in training camp before that. He has not played in an NFL game since the 2023 season, but he can be a veteran option for a team that needs depth.",#VALUE!,,Fantasy Impact,462
2760,Category: Rumors,#VALUE!,,Category,462
2761,Deuce Vaughn,#VALUE!,12,Player name,463
2762,Deuce Vaughn works out for Broncos Tuesday,#VALUE!,42,Headline / Summary,463
2763,"Tue, Sep 2nd 5:36pm EDT",20,,Date,463
2764,"The Denver Broncos worked out running back Deuce Vaughn on Tuesday, Sept. 2, ahead of their Week 1 matchup with the Tennessee Titans. (Source: Jordan Schultz on Twitter)",#VALUE!,169,Headline / Summary,463
2765,"Fantasy Impact: Vaughn is entering his third season in the NFL after being drafted in the sixth round in 2023. He has not been particularly productive, averaging 2.8 yards per carry over his career, but he has versatility as a pass-catcher. Sean Payton has worked with smaller running backs in the past, but Vaughn is likely no more than a practice squad addition.",#VALUE!,,Fantasy Impact,463
2766,Category: Rumors,#VALUE!,,Category,463
2767,Najee Harris,#VALUE!,12,Player name,464
2768,Najee Harris (eye) logs full practice on Tuesday,#VALUE!,48,Headline / Summary,464
2769,"Tue, Sep 2nd 5:32pm EDT",20,,Date,464
2770,"Los Angeles Chargers running back Najee Harris (eye) logged a full participation in practice on Tuesday, Sept. 2, ahead of LA's Friday night season opener. (Source: Los Angeles Chargers on Twitter)",#VALUE!,197,Headline / Summary,464
2771,"Fantasy Impact: Harris, who is recovering from a fireworks accident on July 4, was cleared for contact on Monday, Sept. 1; one day later, he is practicing in full for the Chargers. He will be competing with rookie RB Omarion Hampton for snaps, and it is still uncertain whether he will be active in Week 1; however, the team has expressed optimism about his status in recent weeks. He has rushed for 1,000+ yards in every season of his career, providing stability that made him an early addition in free agency.",#VALUE!,,Fantasy Impact,464
2772,Category: Injury Updates,#VALUE!,,Category,464
2773,Jacory Croskey-Merritt,#VALUE!,22,Player name,465
2774,Jacory Croskey-Merritt listed as Commanders' RB4,#VALUE!,48,Headline / Summary,465
2775,"Tue, Sep 2nd 4:56pm EDT",20,,Date,465
2776,"The Washington Commanders have listed running back Jacory ""Bill"" Croskey-Merritt as the team's No. 4 running back on their Week 1 depth chart. (Source: Nicki Jhabvala on Twitter)",#VALUE!,178,Headline / Summary,465
2777,"Fantasy Impact: Croskey-Merritt has received the drumbeat from beat writers this offseason and impressed over the preseason and training camp. He could certainly have a bigger role than RB4, but as a seventh-round rookie, his listing could be more about him earning the role. He is also dealing with an injury that kept him out of the preseason closer, but he is an intriguing option in Washington's offense and a massive climber in fantasy circles.",#VALUE!,,Fantasy Impact,465
2778,Category: Rumors,#VALUE!,,Category,465
2779,Chris Rodriguez Jr.,#VALUE!,19,Player name,466
2780,Chris Rodriguez Jr. listed RB3 on Week 1 depth chart,#VALUE!,52,Headline / Summary,466
2781,"Tue, Sep 2nd 4:52pm EDT",20,,Date,466
2782,The Washington Commanders have listed running back Chris Rodriguez Jr. as the team's No. 3 running back on their Week 1 depth chart. (Source: Nicki Jhabvala on Twitter),#VALUE!,168,Headline / Summary,466
2783,"Fantasy Impact: Rodriguez showed some promise late in the 2024 season, including an 11-carry, 52-yard game in Week 9 and a 13-carry, 94-yard game in Week 13. While he only played nine games in his Year 2 campaign, he is expected to have a goal-line role for the Commanders with his 224-pound frame.",#VALUE!,,Fantasy Impact,466
2784,Category: Rumors,#VALUE!,,Category,466
2785,Jeremy McNichols,#VALUE!,16,Player name,467
2786,Jeremy McNichols listed as Commanders' RB2,#VALUE!,42,Headline / Summary,467
2787,"Tue, Sep 2nd 4:49pm EDT",20,,Date,467
2788,The Washington Commanders have listed running back Jeremy McNichols as the team's No. 2 running back on their Week 1 depth chart. (Source: Nicki Jhabvala on Twitter),#VALUE!,165,Headline / Summary,467
2789,"Fantasy Impact: McNichols had some strong moments in 2024, his first season with the Commanders. He averaged 4.7 yards per carry and started one game, carrying the ball seven times for 42 yards. He will likely continue to rotate in throughout the season, seeing 6+ touches in six games last season.",#VALUE!,,Fantasy Impact,467
2790,Category: Rumors,#VALUE!,,Category,467
2791,Austin Ekeler,#VALUE!,13,Player name,468
2792,Austin Ekeler listed as RB1 on Week 1 depth chart,#VALUE!,49,Headline / Summary,468
2793,"Tue, Sep 2nd 4:46pm EDT",20,,Date,468
2794,The Washington Commanders have listed running back Austin Ekeler as the team's No. 1 running back on their Week 1 depth chart. (Source: Nicki Jhabvala on Twitter),#VALUE!,162,Headline / Summary,468
2795,"Fantasy Impact: It is easy to forget that Ekeler was a starting running back as recently as 2023 with the Los Angeles Chargers. He shone playing alongside Brian Robinson Jr. in 2024, averaging 6.5 yards per touch, his highest number since 2019. He could certainly cede work as the season goes on to the younger rotation, but even at the age of 30, he is expected to have a role in Washington's offense.",#VALUE!,,Fantasy Impact,468
2796,Category: Rumors,#VALUE!,,Category,468
2797,Pierre Strong Jr.,#VALUE!,17,Player name,469
2798,Pierre Strong Jr. waived from Browns' IR,#VALUE!,40,Headline / Summary,469
2799,"Tue, Sep 2nd 4:38pm EDT",20,,Date,469
2800,The Cleveland Browns have waived running back Pierre Strong Jr. from their injured reserve (IR). (Source: Mary Kay Cabot on Twitter),#VALUE!,132,Headline / Summary,469
2801,"Fantasy Impact: Strong had reverted to the team's IR after he cleared waivers with an injury designation. He suffered an undisclosed injury in the team's preseason finale and exited the game to be evaluated for a concussion. His injury status is not currently clear, but considering he is likely being waived after reaching an injury settlement with the Browns, he is likely looking to land on a roster to start the season.",#VALUE!,,Fantasy Impact,469
2802,"Category: Injury Updates, Transactions",#VALUE!,,Category,469
2803,Tanner McKee,#VALUE!,12,Player name,470
2804,Tanner McKee (thumb) misses practice Tuesday,#VALUE!,44,Headline / Summary,470
2805,"Tue, Sep 2nd 4:30pm EDT",20,,Date,470
2806,"Philadelphia Eagles quarterback Tanner McKee did not practice on Tuesday, Sept. 2, as he recovers from a thumb injury. (Source: Philadelphia Eagles on Twitter)",#VALUE!,159,Headline / Summary,470
2807,"Fantasy Impact: The Eagles traded for QB Sam Howell, knowing that McKee would miss time with his thumb injury, a disappointing development after standing out in the team's preseason opener. McKee should be the Eagles' QB2 when healthy, playing behind Jalen Hurts, but he could compete with Howell (who has started 18 games in his career) when he returns to practice.",#VALUE!,,Fantasy Impact,470
2808,Category: Injury Updates,#VALUE!,,Category,470
2809,Landon Dickerson,#VALUE!,16,Player name,471
2810,Landon Dickerson (back) practices in full on Tuesday,#VALUE!,52,Headline / Summary,471
2811,"Tue, Sep 2nd 4:27pm EDT",20,,Date,471
2812,"Philadelphia Eagles guard Landon Dickerson (back) was a full participant at practice on Tuesday, Sept. 2, ahead of the NFL season opener. (Source: Philadelphia Eagles on Twitter)",#VALUE!,178,Headline / Summary,471
2813,"Fantasy Impact: Dickerson, who is dealing with a back injury, was a non-participant in practice to open the week before bouncing back to a full-time status on Tuesday. This is a strong indication of his availability on Thursday, Sept. 4, when the Eagles will face the Dallas Cowboys. Dickerson is entering Year 5 off his third straight Pro Bowl nod.",#VALUE!,,Fantasy Impact,471
2814,Category: Injury Updates,#VALUE!,,Category,471
2815,Davis Mills,#VALUE!,11,Player name,472
2816,Davis Mills signs one-year extension with Texans,#VALUE!,48,Headline / Summary,472
2817,"Tue, Sep 2nd 4:22pm EDT",20,,Date,472
2818,The Houston Texans and quarterback Davis Mills have agreed to terms on a one-year extension worth a guaranteed $7 million. (Source: Adam Schefter on Twitter),#VALUE!,157,Headline / Summary,472
2819,"Fantasy Impact: Mills is now tied to the Texans through the 2026-27 season, which will keep him as QB C.J. Stroud's backup. The former Stanford product was a third-round pick in 2021, starting 26 games over his first two seasons. He has averaged 5.61 net yards per pass attempt in his career and is a solid option as Houston's QB2.",#VALUE!,,Fantasy Impact,472
2820,Category: Transactions,#VALUE!,,Category,472
2821,Robert Woods,#VALUE!,12,Player name,473
2822,Robert Woods released from Steelers' practice squad,#VALUE!,51,Headline / Summary,473
2823,"Tue, Sep 2nd 4:16pm EDT",20,,Date,473
2824,The Pittsburgh Steelers have released veteran wide receiver Robert Woods from their practice squad. (Source: Pittsburgh Steelers on Twitter),#VALUE!,140,Headline / Summary,473
2825,"Fantasy Impact: Woods was initially released ahead of the 53-man roster cutdown deadline but was brought back on the practice squad afterward. There were reports that he would stick on the practice squad while he waited for an opportunity to join another team's active roster, which could still be in play. However, it is unclear if he will be a part of any organization by Week 1.",#VALUE!,,Fantasy Impact,473
2826,Category: Transactions,#VALUE!,,Category,473
2827,Anthony Campbell,#VALUE!,16,Player name,474
2828,Anthony Campbell signs with Seahawks practice squad,#VALUE!,51,Headline / Summary,474
2829,"Tue, Sep 2nd 3:49pm EDT",20,,Date,474
2830,The Seahawks signed DT Anthony Campbell to their practice squad. (Source: Seahawks.com),#VALUE!,87,Headline / Summary,474
2831,Fantasy Impact: Campbell will hold a depth role on the defensive line for Seattle heading into the season.,#VALUE!,,Fantasy Impact,474
2832,Category: Transactions,#VALUE!,,Category,474
2833,Jalan Gaines,#VALUE!,12,Player name,475
2834,Jalan Gaines signs with Seahawks practice squad,#VALUE!,47,Headline / Summary,475
2835,"Tue, Sep 2nd 3:48pm EDT",20,,Date,475
2836,The Seahawks signed DE Jalan Gaines to their practice squad. (Source: Seahawks.com),#VALUE!,83,Headline / Summary,475
2837,Fantasy Impact: Gaines will hold a depth role on the defensive line for Seattle heading into the season.,#VALUE!,,Fantasy Impact,475
2838,Category: Transactions,#VALUE!,,Category,475
2839,Sataoa Laumea,#VALUE!,13,Player name,476
2840,Sataoa Laumea signs with Seahawks practice squad,#VALUE!,48,Headline / Summary,476
2841,"Tue, Sep 2nd 3:46pm EDT",20,,Date,476
2842,The Seahawks signed OG Sataoa Laumea to their practice squad. (Source: Seahawks.com),#VALUE!,84,Headline / Summary,476
2843,Fantasy Impact: Laumea will hold a depth role on the offensive line for Seattle heading into the season.,#VALUE!,,Fantasy Impact,476
2844,Category: Transactions,#VALUE!,,Category,476
2845,Shemar Jean-Charles,#VALUE!,19,Player name,477
2846,Shemar Jean-Charles released by Seahawks,#VALUE!,40,Headline / Summary,477
2847,"Tue, Sep 2nd 3:45pm EDT",20,,Date,477
2848,The Seahawks released DB Shemar Jean-Charles from their practice squad. (Source: Seahawks.com),#VALUE!,94,Headline / Summary,477
2849,Fantasy Impact: Jean-Charles loses his spot on the practice squad in Seattle ahead of the season. He'll likely seek another opportunity.,#VALUE!,,Fantasy Impact,477
2850,Category: Transactions,#VALUE!,,Category,477
2851,Amari Kight,#VALUE!,11,Player name,478
2852,Amari Kight released by Seahawks,#VALUE!,32,Headline / Summary,478
2853,"Tue, Sep 2nd 3:44pm EDT",20,,Date,478
2854,The Seahawks released OT Amari Kight from their practice squad. (Source: Seahawks.com),#VALUE!,86,Headline / Summary,478
2855,Fantasy Impact: Kight loses his spot on the practice squad in Seattle ahead of the season. He'll likely seek another opportunity.,#VALUE!,,Fantasy Impact,478
2856,Category: Transactions,#VALUE!,,Category,478
2857,Damien Martinez,#VALUE!,15,Player name,479
2858,Damien Martinez released from Seahawks practice squad,#VALUE!,53,Headline / Summary,479
2859,"Tue, Sep 2nd 3:42pm EDT",20,,Date,479
2860,The Seahawks released RB Damien Martinez from their practice squad. (Source: Seahawks.com),#VALUE!,90,Headline / Summary,479
2861,Fantasy Impact: Martinez will likely seek another opportunity on a practice squad ahead of the season.,#VALUE!,,Fantasy Impact,479
2862,Category: Transactions,#VALUE!,,Category,479
2863,Elic Ayomanor,#VALUE!,13,Player name,480
2864,Elic Ayomanor listed as starter on Titans unofficial depth chart,#VALUE!,64,Headline / Summary,480
2865,"Tue, Sep 2nd 3:34pm EDT",20,,Date,480
2866,Elic Ayomanor was listed as a starting wide receiver on Tennessee’s unofficial depth chart ahead of Week 1. (Source: John Glennon on Twitter),#VALUE!,141,Headline / Summary,480
2867,"Fantasy Impact: Ayomanor was listed ahead of Van Jefferson on the initial depth chart. It remains unclear what role he is stepping into, but the Titans have some opportunity available behind Calvin Ridley in the passing game heading into this season.",#VALUE!,,Fantasy Impact,480
2868,Darrian Dalcourt,#VALUE!,16,Player name,481
2869,Darrian Dalcourt signs with Commanders,#VALUE!,38,Headline / Summary,481
2870,"Tue, Sep 2nd 3:09pm EDT",20,,Date,481
2871,The Commanders signed OG Darrian Dalcourt. (Source: Jeremy Fowler on Twitter),#VALUE!,77,Headline / Summary,481
2872,Fantasy Impact: Dalcourt will join the practice squad for Washington. He spent last season on the Ravens practice squad.,#VALUE!,,Fantasy Impact,481
2873,Category: Transactions,#VALUE!,,Category,481
2874,Jaylon Johnson,#VALUE!,14,Player name,482
2875,Jaylon Johnson dealt with groin injury during training camp,#VALUE!,59,Headline / Summary,482
2876,"Tue, Sep 2nd 3:08pm EDT",20,,Date,482
2877,Jaylon Johnson told reporters he dealing with a groin injury during training camp. (Source: Adam Jahns on Twitter),#VALUE!,114,Headline / Summary,482
2878,Fantasy Impact: Johnson missed some time during training camp with the injury. He appears ready to go for the season opener this week.,#VALUE!,,Fantasy Impact,482
2879,Category: Injury Updates,#VALUE!,,Category,482
2880,Marquise Brown,#VALUE!,14,Player name,483
2881,Marquise Brown (ankle/foot) 'has done everything' at practice this week,#VALUE!,71,Headline / Summary,483
2882,"Tue, Sep 2nd 3:04pm EDT",20,,Date,483
2883,"Chiefs coach Andy Reid said Marquise Brown has done ""everything"" in practice this week. (Source: Around the NFL on Twitter)",#VALUE!,123,Headline / Summary,483
2884,Fantasy Impact: Brown appears fully ready to go for the season opener this week. He could see some more involvement to start the season while Rashee Rice is suspended.,#VALUE!,,Fantasy Impact,483
2885,Category: Injury Updates,#VALUE!,,Category,483
2886,Jalen Royals,#VALUE!,12,Player name,484
2887,Jalen Royals (knee) not practicing Tuesday,#VALUE!,42,Headline / Summary,484
2888,"Tue, Sep 2nd 3:02pm EDT",20,,Date,484
2889,"Kansas City Chiefs rookie wide receiver Jalen Royals was the only player not to practice on Tuesday, Sept. 2, as he deals with knee tendinitis. (Source: Nate Taylor on Twitter)",#VALUE!,176,Headline / Summary,484
2890,"Fantasy Impact: Royals is not practicing ahead of the Chiefs' season-opening game on Friday, Sept. 5, in São Paulo, Brazil. It seems as though there is a strong chance he will not be available for Week 1, which is a missed opportunity for the rookie, as WR Rashee Rice (suspension) will be out. Royals reportedly impressed over the offseason, but he will need to be healthy to find a role while playing behind WRs like Rice, Xavier Worthy, and Hollywood Brown.",#VALUE!,,Fantasy Impact,484
2891,Category: Injury Updates,#VALUE!,,Category,484
2892,Derrick Harmon,#VALUE!,14,Player name,485
2893,Derrick Harmon (knee) ruled out for Week 1,#VALUE!,42,Headline / Summary,485
2894,"Tue, Sep 2nd 1:36pm EDT",20,,Date,485
2895,Steelers coach Mike Tomlin said rookie DT Derrick Harmon will not play on Sunday against the Jets. (Source: Around the NFL on Twitter),#VALUE!,134,Headline / Summary,485
2896,Fantasy Impact: Harmon was able to avoid being placed on injured reserve. He'll look to make his debut in Week 2 or Week 3.,#VALUE!,,Fantasy Impact,485
2897,Category: Injury Updates,#VALUE!,,Category,485
2898,Graham Glasgow,#VALUE!,14,Player name,486
2899,Graham Glasgow (leg) on track to play in Week 1,#VALUE!,47,Headline / Summary,486
2900,"Tue, Sep 2nd 1:33pm EDT",20,,Date,486
2901,Lions C Graham Glasgow is on track to play on Sunday against the Packers. (Source: Pro Football Talk on Twitter),#VALUE!,112,Headline / Summary,486
2902,Fantasy Impact: Glasgow left practice earlier in training camp with a leg injury. He should be fully good to go for Sunday's series opener.,#VALUE!,,Fantasy Impact,486
2903,Category: Injury Updates,#VALUE!,,Category,486
2904,Kyzir White,#VALUE!,11,Player name,487
2905,Kyzir White signs with Titans,#VALUE!,29,Headline / Summary,487
2906,"Tue, Sep 2nd 1:32pm EDT",20,,Date,487
2907,The Titans signed LB Kyzir White. (Source: Jordan Schultz on Twitter),#VALUE!,69,Headline / Summary,487
2908,"Fantasy Impact: White recorded 137 tackles, 2.5 sacks and nine TFLs with the Cardinals last season. He'll add depth to the Titans linebacker room.",#VALUE!,,Fantasy Impact,487
2909,Category: Transactions,#VALUE!,,Category,487
2910,Calvin Austin III,#VALUE!,17,Player name,488
2911,Calvin Austin III expected to be good to go for Week 1,#VALUE!,54,Headline / Summary,488
2912,"Tue, Sep 2nd 1:30pm EDT",20,,Date,488
2913,Steelers coach Mike Tomlin said he expects WR Calvin Austin III to be good to go for Sunday's game against the Jets. (Source: Brooke Pryor on Twitter),#VALUE!,150,Headline / Summary,488
2914,Fantasy Impact: Austin had missed parts of training camp and the preseason with an undisclosed injury. He is slated to enter the season as the slot receiver for Pittsburgh.,#VALUE!,,Fantasy Impact,488
2915,Category: Injury Updates,#VALUE!,,Category,488
2916,Kendrick Bourne,#VALUE!,15,Player name,489
2917,Kendrick Bourne visiting Commanders Tuesday,#VALUE!,43,Headline / Summary,489
2918,"Tue, Sep 2nd 1:27pm EDT",20,,Date,489
2919,Free agent WR Kendrick Bourne is meeting with the Commanders on Tuesday. (Source: Around the NFL on Twitter),#VALUE!,108,Headline / Summary,489
2920,Fantasy Impact: Bourne also met with the 49ers earlier in the week. He is likely attempting to sign with a team before the start of the season.,#VALUE!,,Fantasy Impact,489
2921,Category: Transactions,#VALUE!,,Category,489
2922,Gabe Davis,#VALUE!,10,Player name,490
2923,Gabe Davis signing with Bills,#VALUE!,29,Headline / Summary,490
2924,"Tue, Sep 2nd 1:21pm EDT",20,,Date,490
